index par epar mag
112785 3.05 1.81 10.682
112786 5.34 1.46 9.217
112787 0.42 3.55 NA
112788 4.57 1.17 8.909
112789 6.24 1.1 9.158
112790 11.23 1.47 8.909
112791 4.63 0.91 7.124
112792 21.79 23.2 10.316
112793 5.09 0.98 9.275
112794 1.17 0.93 7.992
112795 9.13 0.7 6.583
112796 0.58 0.67 7.303
112797 -0.86 1.75 10.103
112798 8.58 1.18 7.496
112799 1.42 1.37 9.653
112800 7.26 0.82 7.02
112801 4.01 1.45 8.103
112802 1.81 1.13 8.764
112803 2.98 1.1 8.591
112804 10.06 0.74 8.1
112805 4.47 0.74 7.056
112806 2.19 1.41 9.484
112807 3.55 0.72 7.273
112808 23.18 2.78 8.599
112809 70.3 2.71 NA
112810 1.79 1.35 9.749
112811 8.54 0.7 8.5
112812 0.53 0.8 8.481
112813 18.69 1.57 9.928
112814 25.71 1.59 9.806
112815 41.17 1.35 8.224
112816 7.56 0.94 8.544
112817 9.99 0.64 5.126
112818 36.83 1.72 9.93
112819 2.7 1.74 10.183
112820 12.02 1.69 9.796
112821 2.4 1.01 8.435
112822 1.65 0.9 7.718
112823 0.25 1.62 10.135
112824 8.13 0.65 6.265
112825 4.51 1.02 7.874
112826 7.59 1.5 8.92
112827 18.99 1.36 8.97
112828 0.93 1.24 8.381
112829 2.15 1.24 8.586
112830 11.09 0.93 7.405
112831 1.2 1.02 8.061
112832 17.1 0.83 6.9
112833 4.2 0.93 7.161
112834 3.74 2.25 10.929
112835 37.25 0.76 5.212
112836 8.13 3.12 8.114
112837 5.13 1.04 8.327
112838 1.19 0.93 7.98
112839 2.56 0.97 7.429
112840 4.54 0.93 7.61
112841 0.48 1.18 8.396
112842 0.93 1.5 9.715
112843 1.97 0.88 9.154
112844 5.63 1.48 8.775
112845 1.72 1.28 9.471
112846 17.21 0.59 7.568
112847 0.22 0.81 8.074
112848 14.67 0.81 3.977
112849 1.25 0.88 8.126
112850 3.65 0.95 6.656
112851 21.14 0.82 9.425
112852 2.79 0.83 7.144
112853 6.86 1.22 7.748
112854 7.63 1.93 10.402
112855 7.23 1.29 8.608
112856 0.6 0.68 7.752
112857 8.57 0.66 7.467
112858 13.32 0.93 7.061
112859 11 1.6 9.67
112860 16.26 0.86 7.31
112861 8.33 1.13 3.938
112862 7.97 1.48 9.584
112863 5.41 1.45 9.367
112864 1.65 0.7 7.301
112865 10.42 1 8.234
112866 3.69 1.17 9.253
112867 3.23 1.16 7.845
112868 3.67 1.25 9.32
112869 4.14 0.85 7.891
112870 2.34 0.89 7.797
112871 17.27 0.68 7.014
112872 3.89 0.98 7.444
112873 10.87 2.43 9.82
112874 25.59 1.17 6.801
112875 2.81 0.77 7.758
112876 8.48 1.16 8.423
112877 10.73 0.99 8.975
112878 51.42 2.9 NA
112879 7.48 1.11 8.507
112880 2 1.07 8.222
112881 4.38 0.64 6.81
112882 4.62 1.07 8.381
112883 1.39 0.9 9.09
112884 3.8 0.76 7.65
112885 2.49 1.55 8.474
112886 4.12 0.6 6.457
112887 -0.08 0.87 7.113
112888 1.06 0.86 8.743
112889 4.72 1.08 8.603
112890 -0.62 0.95 8.466
112891 5.71 2.26 NA
112892 8.87 1.49 9.757
112893 -0.41 1.21 8.548
112894 -0.21 1.82 10.418
112895 2.62 1.02 8.066
112896 3.77 1.38 9.515
112897 10.33 0.76 6.012
112898 2.51 0.57 6.21
112899 -0.38 1.55 10.02
112900 14.46 1.53 9.661
112901 18.31 3.09 NA
112902 7.95 1.41 8.058
112903 2.85 1.12 8.788
112904 3.79 1.37 9.499
112905 3.87 0.84 7.53
112906 1.44 2.06 9.971
112907 4.66 1.71 10.607
112908 3.95 1.86 9.881
112909 2.57 0.79 6.309
112910 -0.39 1.81 9.695
112911 21.08 2.1 9.475
112912 4.5 0.9 8.105
112913 2.43 1.12 9.231
112914 1.81 2.23 9.264
112915 10.14 1.53 9.645
112916 3.95 1.27 8.823
112917 7.28 0.91 6.966
112918 1.19 1.71 9.374
112919 11.97 0.71 7.653
112920 212.69 2.1 NA
112921 2.14 1.88 10.712
112922 1.99 0.93 8.077
112923 4.21 0.86 8.688
112924 7.96 0.97 7.973
112925 10.63 2.28 NA
112926 31.02 2.2 9.733
112927 3.66 0.95 7.841
112928 9.19 0.86 6.966
112929 0.41 1.45 9.66
112930 4.96 0.84 5.775
112931 4.38 1.99 10.761
112932 18.9 16.59 9.608
112933 12.98 2.65 NA
112934 1.87 0.96 7.454
112935 3.05 1.31 8.51
112936 4.92 1 7.885
112937 12.88 1.02 8.62
112938 0.84 1.11 8.382
112939 7.73 0.92 7.563
112940 16.84 1.17 8.677
112941 0.21 1.21 8.434
112942 0.22 1.19 9.071
112943 4.71 2.25 NA
112944 30.04 0.73 6.095
112945 2.18 1.64 8.442
112946 3.74 0.64 7.428
112947 4.61 1.33 8.995
112948 19.22 0.68 5.836
112949 -2.68 1.6 10.491
112950 8.41 1.46 8.921
112951 -0.12 1.2 10.109
112952 12.3 1.26 8.984
112953 2.11 0.75 8.55
112954 9.34 1.23 9.208
112955 7.43 1.62 10.405
112956 4.82 1.06 7.755
112957 5.47 1.97 10.496
112958 0.85 1.81 9.416
112959 1.44 1.19 8.522
112960 -4.23 1.93 10.319
112961 6.02 1.94 10.35
112962 6.16 0.89 8.212
112963 4.56 0.82 7.508
112964 1.92 1.02 7.003
112965 0.67 1.02 9.165
112966 4.95 0.63 7.895
112967 3.22 1.08 8.739
112968 7.08 1.59 10.459
112969 11.45 2.59 NA
112970 7.08 2.32 NA
112971 1.3 1.13 8.901
112972 -2.51 1.59 10.365
112973 3.26 0.93 8.427
112974 5.74 0.79 8.582
112975 4.96 1.6 9.966
112976 23.5 0.88 7.673
112977 1.61 1.15 8.936
112978 -0.37 1.69 9.734
112979 4.18 1.84 9.647
112980 6.78 0.95 6.552
112981 3.49 1.6 9.074
112982 1.95 1.23 9.138
112983 8.06 0.57 7.57
112984 9.63 0.79 5.942
112985 4.1 0.84 7.021
112986 22.89 0.86 7.074
112987 -1.38 2.67 10.468
112988 3.48 1.44 9.116
112989 3.49 1.11 8.611
112990 7.03 1.39 8.932
112991 0.76 1.79 9.859
112992 14.18 1.29 7.74
112993 3.58 0.98 9.06
112994 1.96 1.09 9.892
112995 2.82 1.19 8.936
112996 1.84 1.14 8.526
112997 7.36 0.99 7.83
112998 0.08 1.55 10.185
112999 5.3 1.28 9.324
113000 20.32 1.17 8.352
113001 12.14 1.21 8.813
113002 5.17 0.62 6.966
113003 22.4 1.47 10.079
113004 1.05 0.77 8.552
113005 6.51 0.77 6.717
113006 3.76 1.13 8.488
113007 3.5 0.97 7.538
113008 3.41 0.58 7.694
113009 1.61 1.3 9.234
113010 3.08 1.94 9.556
113011 3.18 0.85 7.749
113012 3.78 0.85 9.051
113013 16.14 0.97 8.693
113014 11.77 0.78 8.481
113015 3.11 1.6 9.682
113016 8.35 0.48 4.853
113017 10.11 1.48 8.431
113018 7.62 0.67 7.441
113019 15.1 1.87 10.39
113020 3.71 1.28 9.233
113021 2.83 0.99 8.848
113022 0.23 1.88 9.975
113023 3.58 1.25 7.814
113024 32.39 2.34 NA
113025 7.11 0.72 8.11
113026 15.15 0.91 8.063
113027 5.35 0.9 6.332
113028 18.22 1.76 10.441
113029 1.26 0.91 8.342
113030 1.18 1.16 9.163
113031 3.37 0.94 6.655
113032 7.7 1.15 8.795
113033 10.96 9.17 9.03
113034 5.12 1.4 8.409
113035 8.74 1.47 10.477
113036 20.44 2.26 3.277
113037 37.71 0.58 6.131
113038 8.67 0.95 7.55
113039 1.19 1 7.657
113040 3.07 1.44 9.427
113041 1.31 1.16 8.895
113042 13.16 1.33 9.453
113043 3.32 1.24 8.359
113044 8.33 0.93 7.59
113045 3.74 0.84 7.896
113046 2.18 1.25 7.447
113047 3.7 0.83 7.392
113048 23.27 0.8 5.659
113049 2.59 1.09 8.796
113050 -1.12 2.25 NA
113051 3.11 1.25 8.595
113052 1.11 0.91 8.711
113053 0.16 2.13 10.144
113054 1.39 1.12 8.641
113055 3.25 0.8 8.757
113056 6.25 1.19 8.644
113057 3.55 0.81 8.749
113058 2.55 1.72 9.025
113059 24.67 0.81 6.812
113060 1.15 0.87 8.011
113061 8.51 2.56 NA
113062 0.79 1 8.917
113063 7.16 2.57 8.757
113064 11.26 1.1 8.841
113065 10.61 0.77 6.129
113066 3.18 1.29 9.321
113067 5.99 1.06 9.409
113068 3.31 0.67 8.306
113069 3.55 0.67 8.28
113070 3.45 1.3 9.2
113071 6.51 1.24 8.33
113072 6.61 0.82 8.587
113073 1.41 0.94 7.66
113074 24.24 0.68 5.952
113075 5.11 1.18 8.924
113076 10.13 0.69 7.725
113077 12.55 1.84 7.939
113078 3.3 1.18 9.17
113079 10.01 1.71 9.456
113080 0.87 0.99 7.658
113081 3.89 0.95 8.306
113082 3.3 0.87 8.951
113083 4.88 1.16 8.466
113084 11.13 0.95 5.849
113085 7.75 0.98 7.656
113086 11.55 0.95 4.906
113087 1.91 0.88 8.298
113088 1.59 1.08 8.784
113089 4.51 0.76 6.556
113090 21.47 0.8 6.715
113091 21.58 1.7 7.104
113092 3.22 1 7.384
113093 3.04 1.16 8.992
113094 0.95 1.71 9.259
113095 11.92 0.6 7.513
113096 8.41 1.13 8.521
113097 6.79 0.67 8.097
113098 -2.9 1.86 9.977
113099 5.41 1.69 9.096
113100 3.07 0.93 7.642
113101 40.44 3.02 NA
113102 11.56 0.79 7.929
113103 7.8 0.92 7.578
113104 4.69 0.89 6.513
113105 4.7 1.59 9.68
113106 5.74 0.98 7.915
113107 10.19 1.11 8.946
113108 2.99 1.03 8.363
113109 3.13 1.12 8.999
113110 7.46 1.46 9.425
113111 7.45 0.94 7.723
113112 2.35 1.08 10.14
113113 15.62 4.67 9.074
113114 10.12 1.27 8.909
113115 0.35 1.18 9.145
113116 5 0.56 7.597
113117 3.88 1.02 8.234
113118 1.25 0.82 8.083
113119 15.12 1.65 10.227
113120 14.64 2.29 8.844
113121 31.31 3.13 NA
113122 3.9 0.7 5.723
113123 3.56 2.35 9.985
113124 0.39 1.13 10.235
113125 4.14 1.06 7.941
113126 5.74 0.74 6.908
113127 4.01 1.61 7.979
113128 7.06 5.97 9.645
113129 116.02 1.33 10.549
113130 1.94 0.69 8.26
113131 28.72 1.3 8.08
113132 5.09 1 8.093
113133 2.3 1.09 9.555
113134 3.44 0.89 6.231
113135 3.17 1.88 9.537
113136 1.94 0.89 8.892
113137 2.21 0.96 8.289
113138 26.39 1.06 8.193
113139 0.19 1.75 10.226
113140 8.07 0.79 6.844
113141 3.84 0.77 8.376
113142 5.22 1.07 8.665
113143 0.96 0.65 8.084
113144 41.15 2.65 NA
113145 9.83 0.87 7.372
113146 19.14 0.87 4.327
113147 3.26 0.72 7.86
113148 8.72 1.72 10.021
113149 2.77 0.67 6.754
113150 16.95 2.89 NA
113151 0.71 1.4 9.459
113152 1.55 1 8.37
113153 3.47 1.07 8.244
113154 2.28 0.97 8.482
113155 4.33 0.65 7.06
113156 4.9 1.88 10.369
113157 8.52 0.77 8.388
113158 11.67 2.07 10.499
113159 10.42 1.18 8.667
113160 1.87 0.9 9.64
113161 9.84 1.85 9.851
113162 3.24 1.03 7.946
113163 0.67 0.99 8.497
113164 14.41 1.65 9.769
113165 1.61 1.31 9.9
113166 9.32 1.09 8.621
113167 1.66 1.21 8.826
113168 1.77 0.61 7.266
113169 3.5 2.15 NA
113170 11.9 1.14 8.91
113171 2.53 1.05 8.697
113172 11.32 1.02 8.383
113173 5.58 0.99 7.419
113174 4.73 1.11 9.054
113175 12.87 1.43 9.173
113176 5 1.13 8.423
113177 13.92 2.46 10.627
113178 3.83 2.92 10.765
113179 6.55 1.14 8.214
113180 31.07 2.07 9.117
113181 2.71 0.69 5.569
113182 1.9 1.51 7.443
113183 130.94 0.92 6.599
113184 1.7 1.77 10.278
113185 2.97 1.02 7.857
113186 12.54 2.5 10.637
113187 1.91 1.09 8.938
113188 1.74 0.58 5.19
113189 0.62 0.95 9.181
113190 2.54 0.69 7.906
113191 8.57 0.99 8.182
113192 1.16 1.34 8.145
113193 13.22 1.1 9.658
113194 12.4 1.12 7.569
113195 0.42 1.58 9.983
113196 145.27 1.22 8.875
113197 1.41 1.48 9.683
113198 1.87 0.89 8.057
113199 10.88 1.07 7.609
113200 7.04 1.11 9.27
113201 1.31 0.96 8.862
113202 23.13 1.67 10.55
113203 9.64 1.05 8.406
113204 3.1 2.02 10.903
113205 0.75 1.51 9.976
113206 1.2 0.92 7.762
113207 11.98 0.77 5.738
113208 3.58 1.35 9.368
113209 -1.61 1.28 9.671
113210 5.91 1.21 8.166
113211 12.26 1.12 6.507
113212 1.6 1.3 9.675
113213 5.22 1.38 9.049
113214 2.55 1.24 8.935
113215 8.24 1.15 8.969
113216 3.21 0.65 7.202
113217 0.9 1.06 8.74
113218 1.06 1.34 9.586
113219 5.22 1.3 8.553
113220 0.02 1.12 9.231
113221 3.15 0.97 7.993
113222 4.14 1.16 8.647
113223 11.55 1.28 8.76
113224 4.15 0.64 7.486
113225 4.38 1.32 8.865
113226 2.22 2 10.54
113227 2.97 0.61 5.321
113228 2.17 0.7 8.371
113229 2.02 1.68 9.463
113230 4.57 0.85 7.553
113231 7.19 2.09 10.764
113232 11.76 0.77 6.643
113233 34.86 2.45 9.982
113234 3.52 0.96 7.96
113235 6.67 0.87 8.148
113236 2.89 1.19 9.176
113237 10.4 1.31 8.809
113238 3.99 1.16 8.103
113239 3.88 1.45 9.83
113240 1.76 1.08 8.086
113241 2.61 1.08 8.365
113242 4.06 0.95 8.103
113243 4.69 1.6 9.692
113244 4.19 1 9.408
113245 7.9 0.95 6.417
113246 5.46 0.84 9.116
113247 3.48 0.99 8.812
113248 0.8 1.29 8.628
113249 -0.31 1.27 9.371
113250 3.27 0.93 8.871
113251 6.76 0.67 7.093
113252 4.24 2.1 9.28
113253 7.33 0.72 7.986
113254 5.71 0.78 6.838
113255 22.41 0.91 7.792
113256 1.7 0.92 8.205
113257 65.1 0.76 5.524
113258 6.64 1.36 9.494
113259 1.75 1.4 9.818
113260 7.08 0.86 6.407
113261 3.02 1.79 9.65
113262 3.09 1 8.444
113263 7.52 1.29 8.96
113264 2.92 0.84 8.027
113265 6.13 0.89 7.55
113266 1.57 0.95 7.587
113267 9.78 1.06 8.725
113268 130.08 0.92 1.248
113269 8.22 1.39 9.172
113270 8.53 0.74 8.156
113271 2.39 0.66 6.138
113272 3.83 1.03 8.943
113273 3.38 8.31 NA
113274 3.88 1.47 9.517
113275 12.13 1.57 9.718
113276 1.95 1.23 9.438
113277 2.38 0.97 7.732
113278 -0.76 1.35 9.239
113279 8.14 1.29 8.535
113280 6.17 0.9 8.959
113281 12.39 1.02 7.934
113282 3.16 0.85 8.452
113283 4.35 1.32 8.518
113284 3.99 1.42 8.2
113285 0.39 0.79 8.279
113286 14.55 1.44 7.663
113287 6.19 0.51 6.649
113288 3.99 0.95 8.828
113289 3.18 1.16 9.203
113290 -0.26 2.2 NA
113291 7.79 1.16 8.504
113292 4.53 0.95 7.402
113293 10.08 1.12 8.732
113294 4.42 0.78 8.318
113295 1.11 1.39 9.021
113296 4.25 1.24 8.823
113297 5.83 1.79 9.37
113298 10.88 1.02 7.507
113299 5.88 1.28 8.527
113300 14.38 1.5 9.655
113301 8.91 1 7.761
113302 13.75 0.66 6.732
113303 1.48 3.82 10.392
113304 4.4 1.58 10.014
113305 -0.19 1.35 9.848
113306 0.11 1.02 8.324
113307 3.25 0.88 8.052
113308 2.28 1.71 9.671
113309 36.96 1.88 10.263
113310 3.84 0.94 7.538
113311 2.96 1.78 9.166
113312 8.03 1.45 9.35
113313 4.4 1.13 8.244
113314 -0.44 1.48 9.694
113315 5.59 1.08 8.157
113316 7.06 1.34 8.448
113317 3.16 1.44 8.987
113318 3.59 1.03 8.048
113319 3.04 1.36 9.997
113320 -0.09 1.1 8.651
113321 50.71 0.75 6.256
113322 18.02 1.6 10.119
113323 28.14 1.16 8.648
113324 2.77 1.35 9.116
113325 6.55 1.52 9.84
113326 -0.33 1.46 10.723
113327 7.73 1.05 7.929
113328 3.89 3.16 10.469
113329 4.19 1.16 9.077
113330 15.49 2.85 NA
113331 16.76 0.87 8.104
113332 3.84 0.79 8.145
113333 10.28 0.8 6.419
113334 4.64 1.06 8.752
113335 7.12 1.12 9.274
113336 7.42 0.8 7.164
113337 8.19 1.52 8.274
113338 22.87 1.03 7.727
113339 12.84 0.95 7.909
113340 -1.76 1.32 8.88
113341 4.59 1.23 8.829
113342 6.02 2.79 10.328
113343 0.98 0.61 7.435
113344 9.81 1.18 8.275
113345 32.32 0.89 6.513
113346 12.86 0.67 6.214
113347 1.4 0.81 8.006
113348 3.88 0.8 7.577
113349 11.51 1.17 8.367
113350 0.45 2.99 8.812
113351 0.43 1.27 8.664
113352 2.22 1.02 8.984
113353 1.67 1.22 8.75
113354 22.68 1.59 7.766
113355 4.56 0.95 7.868
113356 4.35 1.71 9.499
113357 13.11 1.29 9.124
113358 0.65 1.25 9.29
113359 1.07 1.43 8.927
113360 2.66 1.59 9.816
113361 -0.14 1.43 7.474
113362 12.43 1.12 8.177
113363 0.67 1.04 9.215
113364 3.93 1.13 7.73
113365 10.41 0.9 6.347
113366 1.89 1.08 8.688
113367 5.45 1.14 8.969
113368 0.31 1.37 9.376
113369 2.74 0.72 7.157
113370 1.02 1 8.645
113371 2.89 1.02 7.973
113372 2.34 1.11 8.827
113373 10.5 1.15 8.696
113374 1.83 0.89 8.236
113375 3.62 0.96 8.387
113376 7.19 1.2 9.248
113377 24.52 0.77 8.81
113378 6.78 0.88 7.541
113379 7.41 1.01 8.93
113380 4.07 4.9 NA
113381 5.54 0.93 8.106
113382 9.13 1.29 9.173
113383 7.23 1.81 9.738
113384 8.82 1.38 9.315
113385 6.12 1.52 9.977
113386 7.41 1.57 8.254
113387 6.31 0.81 7.573
113388 5.11 2.08 8.34
113389 4.24 1.55 9.488
113390 8.46 1.09 8.327
113391 1.16 1.28 9.032
113392 1.54 0.78 8.125
113393 0.43 1.39 9.662
113394 4.34 1.12 8.566
113395 23.12 4.11 10.96
113396 7.46 1.02 8.437
113397 1.1 0.97 8.887
113398 2.82 0.58 6.458
113399 3.54 0.55 7.236
113400 3.21 1.21 8.476
113401 4.85 0.65 6.469
113402 15.1 1.1 7.946
113403 12.26 0.94 5.799
113404 7.07 1.1 8.071
113405 0.34 0.68 6.969
113406 -11.51 16.49 NA
113407 0.43 1.75 10.335
113408 6.14 2.58 9.006
113409 2.66 1.92 10.74
113410 2.55 0.73 7.619
113411 4.28 0.7 7.529
113412 6.98 0.87 8.509
113413 5.63 0.88 7.261
113414 20.59 1.18 8.425
113415 5.92 1.52 9.464
113416 1.81 1.09 8.381
113417 16.86 0.63 7.922
113418 2.12 0.71 8.609
113419 6.73 2.18 11.068
113420 2.33 0.92 8.38
113421 11.63 0.93 5.535
113422 6.18 1.22 8.476
113423 4.83 1.07 7.912
113424 4.73 0.87 7.724
113425 3.52 4.75 NA
113426 6.08 0.91 8.555
113427 1.17 0.96 9.265
113428 19.56 1.37 9.468
113429 15.97 1.83 9.764
113430 12.39 0.82 8.135
113431 4.97 0.9 6.282
113432 8.9 0.8 5.535
113433 7.41 1.95 8.819
113434 8.38 1.39 9.463
113435 20.9 2.2 NA
113436 4.39 1.15 8.77
113437 7.15 2.1 8.226
113438 0.91 1.73 9.113
113439 6.35 1.55 9.542
113440 10.12 0.73 7.251
113441 1.85 1.17 8.139
113442 10.83 1.09 8.794
113443 19.96 1.23 7.884
113444 3.39 1.47 8.599
113445 5.41 2.35 9.12
113446 17.45 2.41 NA
113447 8.58 1.33 7.771
113448 5.19 1.18 9.542
113449 0.3 1.14 8.899
113450 9.95 0.95 7.654
113451 3.41 1.1 8.918
113452 37.87 2.15 10.743
113453 1.97 0.63 8.028
113454 3.9 0.87 8.276
113455 4.29 1.32 9.206
113456 5.11 1 7.28
113457 10.08 0.76 7.477
113458 -1.53 1.36 9.407
113459 7.67 1.1 7.871
113460 8.89 1.03 7.687
113461 -0.15 0.57 5.207
113462 4.62 0.71 5.803
113463 3.25 2.08 9.142
113464 7.49 1.23 7.331
113465 0.78 1.66 8.9
113466 4.75 1.27 8.965
113467 3.55 1.12 8.734
113468 5.48 0.99 7.625
113469 1.21 1.66 11.11
113470 1.82 1.26 9.119
113471 7.68 1.2 8.767
113472 1.19 1.35 9.198
113473 2.25 1.34 9.788
113474 0.81 1.16 8.282
113475 -0.39 1.25 9.149
113476 122.8 0.94 8.068
113477 -0.06 1.08 9.284
113478 2.18 1.38 9.57
113479 31.22 0.93 7.549
113480 0.3 1.14 9.053
113481 7.31 1.74 8.312
113482 4.12 1.32 9.762
113483 10.43 0.92 6.851
113484 2.17 0.88 8.943
113485 5.94 1.14 9.076
113486 9.71 1.73 9.942
113487 3.97 0.96 9.698
113488 3.99 1.49 10.155
113489 2.44 1.38 9.677
113490 35.66 2.3 NA
113491 1.28 1.12 8.521
113492 5.73 0.88 7.19
113493 7.61 0.78 6.426
113494 6.4 0.95 8.139
113495 5.31 1.76 10.127
113496 23.71 1.84 10.662
113497 33.29 2.58 9.974
113498 15.2 1.67 8.582
113499 0.92 1.02 9.143
113500 8.14 1.51 9.809
113501 4.52 0.89 6.834
113502 49.15 3.03 NA
113503 2.06 0.67 6.539
113504 2.62 1.49 9.735
113505 49.36 3.19 NA
113506 7.48 0.88 8.34
113507 13.5 1.62 9.909
113508 8.83 1.06 8.14
113509 2.73 1.26 9.185
113510 5.1 0.77 6.318
113511 4.42 1.4 8.835
113512 5.89 1.1 8.731
113513 2.77 1.46 9.671
113514 11.92 0.99 8.45
113515 -3.29 1.69 10.101
113516 3.09 1.25 8.849
113517 3.52 0.84 7.918
113518 2.16 1.54 9.724
113519 6.27 1.35 8.473
113520 3.26 1.02 9.067
113521 5.74 0.97 6.648
113522 5.96 0.8 5.997
113523 4.26 1.13 8.738
113524 -2.22 1.46 9.53
113525 0.94 0.83 8.142
113526 3.2 1.02 9.286
113527 7.78 1.26 8.677
113528 20.23 1.15 9.98
113529 10.65 0.84 7.345
113530 12.42 1.16 8.346
113531 4.77 1.11 8.828
113532 18.74 1 8.317
113533 10.93 2.63 NA
113534 19.86 1.33 9.845
113535 5.71 0.96 7.561
113536 3.3 1.06 8.185
113537 2.08 1.15 8.359
113538 28.99 1.31 4.227
113539 1.5 2.71 10.14
113540 3.66 0.74 6.543
113541 3.17 1 7.611
113542 16.1 2.46 9.888
113543 3.72 0.92 7.701
113544 2.09 1.13 8.719
113545 5.59 1.1 8.167
113546 17.86 1.23 9.584
113547 10.54 0.82 7.055
113548 7.24 1.09 8.15
113549 7.84 0.96 7.596
113550 4.86 1.49 9.987
113551 8.2 0.94 7.749
113552 0.45 1.02 8.963
113553 4.38 1.49 8.069
113554 6.49 1.47 9.714
113555 -2.25 1.99 10.83
113556 6.34 0.77 7.897
113557 6.78 0.67 5.841
113558 9.2 1.27 7.957
113559 4.87 0.97 7.519
113560 19.28 4.12 NA
113561 4.65 1.52 9.918
113562 2.71 3.46 10.83
113563 5.02 1.28 8.382
113564 7.26 0.53 6.708
113565 7.16 0.84 7.378
113566 2.94 0.95 8.351
113567 2.02 1.14 8.592
113568 4.82 1.27 8.932
113569 5.58 0.85 5.706
113570 14.67 1.32 9.348
113571 6.51 0.99 7.2
113572 9.97 0.74 6.293
113573 7.62 0.9 7.801
113574 7.79 0.86 6.385
113575 5.23 0.89 7.401
113576 2.81 1.33 9.185
113577 10.3 1.25 8.596
113578 6.25 1.45 9.401
113579 6.18 0.87 7.976
113580 0.81 1.02 9.61
113581 11.36 1.3 9.02
113582 9.67 0.86 8.856
113583 4.06 14.9 NA
113584 2.76 0.62 6.382
113585 6.7 1.59 8.98
113586 1.23 0.91 6.046
113587 2.97 1.04 7.776
113588 13.83 1.12 8.768
113589 3.18 0.81 8.039
113590 5.39 0.87 7.866
113591 11.86 0.91 7.475
113592 3.98 0.99 7.744
113593 5.39 1.38 9.103
113594 8.99 1.24 9.11
113595 19.76 1.01 7.825
113596 1.71 1 8.377
113597 38.77 4.94 9.064
113598 21.1 1.41 9.837
113599 23.23 2.62 7.128
113600 4.09 0.69 7.533
113601 32.76 1.1 8.274
113602 2.73 1.25 10.313
113603 9.21 1.36 8.399
113604 -0.17 1.2 8.728
113605 5.71 0.88 6.549
113606 3.51 1.06 9.317
113607 0.41 1.2 8.479
113608 9.01 1.67 10.216
113609 4.81 0.99 7.801
113610 2.07 2.3 11.141
113611 10.49 0.97 7.578
113612 21.67 2.53 NA
113613 3.49 1.5 9.955
113614 4.59 0.71 7.468
113615 0.82 1.26 10.168
113616 3.8 1.19 9.891
113617 59.04 3.4 7.584
113618 3.37 0.84 8.165
113619 12.46 0.75 6.793
113620 3.79 0.82 7.663
113621 -0.54 1.05 9.069
113622 5.94 1.21 8.701
113623 7.04 1.04 7.943
113624 4.03 1.02 7.327
113625 5.38 0.7 7.034
113626 4.71 0.67 3.624
113627 3.74 1.09 7.799
113628 10.18 1.12 8.257
113629 4.21 0.9 7.971
113630 5.8 1.07 8.147
113631 1.81 1.03 8.411
113632 1.94 1.29 9.258
113633 6.28 2.35 8.891
113634 4.81 0.99 8.408
113635 0.72 1.03 9.111
113636 2.52 1.19 9.358
113637 4 1.15 8.916
113638 3.31 0.92 8.2
113639 2.92 1.11 8.348
113640 3.08 1.37 8.927
113641 8.47 1.01 8.099
113642 6.7 1.25 8.973
113643 1.9 1.09 8.657
113644 3.39 1.4 8.971
113645 3.68 0.84 8.583
113646 3.14 1.43 8.266
113647 -0.35 1.08 9.223
113648 5.08 1.14 8.574
113649 1.07 1.03 9.269
113650 9.08 0.73 6.527
113651 2.83 1.82 8.495
113652 5.2 1.37 9.018
113653 -1.12 1.33 10.138
113654 5.47 1.26 8.976
113655 34.58 0.96 8.763
113656 3.58 1.11 8.319
113657 3.25 1.52 9.971
113658 2.73 0.63 8.079
113659 9.15 0.81 7.669
113660 24.7 4.36 NA
113661 4.11 1.26 8.545
113662 3.56 1.32 8.527
113663 3.03 0.91 8.651
113664 4.28 0.82 7.708
113665 5.48 1.19 8.352
113666 5.43 0.82 6.842
113667 4.79 0.95 8.131
113668 7.57 2.88 8.931
113669 6.76 2.68 8.327
113670 13.88 0.91 7.435
113671 30.39 2.66 NA
113672 2.53 0.6 6.987
113673 1.55 0.96 8.073
113674 9.37 0.9 7.249
113675 6.45 1.07 8.622
113676 7.6 1.46 9.041
113677 15.47 0.95 7.843
113678 4.38 1.87 10.425
113679 9.23 1.17 7.858
113680 4.67 1.37 9.236
113681 2.63 0.88 6.365
113682 20.95 3.26 NA
113683 8.54 0.77 6.595
113684 7.85 0.9 6.523
113685 22.39 1.23 8.936
113686 15.22 0.81 8.714
113687 1.2 0.86 6.698
113688 9.33 0.7 5.102
113689 16.36 0.87 8.587
113690 7.46 0.64 7.335
113691 11.75 1.11 6.808
113692 4.17 1.18 8.711
113693 4.45 0.6 6.979
113694 3.37 1.08 8.299
113695 7.42 2.49 8.657
113696 9.52 0.81 7.696
113697 4.51 0.82 6.508
113698 2.21 1.44 8.255
113699 3.14 0.83 7.352
113700 7 0.89 7.272
113701 13.01 0.78 6.082
113702 2.77 0.83 6.377
113703 3.45 0.81 8.502
113704 12.35 1.02 8.409
113705 7.54 1.91 10.102
113706 1.2 0.92 8.121
113707 16.89 0.65 7.854
113708 1.54 1.32 9.071
113709 -1.14 1.82 9.777
113710 1.84 1.21 8.6
113711 1.31 1.12 8.022
113712 17.57 1.95 10.775
113713 5.5 1.27 9.238
113714 8.45 1.28 8.635
113715 1.97 1.19 9.125
113716 1.91 1.44 9.967
113717 4.11 1.41 9.165
113718 2.29 1.06 8.438
113719 2.77 1.16 9.622
